,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
22000,170001660494,2017,3118601,Contagem,31,MG,29,F,0,1,1,3133204,Itanhomi,31,MG,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118601,Contagem,31,MG,1,1,1,1,394,395,399,405,435,533.2,551.3,479.5,AEBACBECBACAEEDABDABEEAEEBAADEAAEABAABCEEABDE,CDADCABEAACBBEDAEAACEABADBDEECBBDEADADCDEDACA,99999ADAECBDADEAEACECDAEDADEECBBAABAADBAEAAEADDDDE,CDBDDEDAECACECEBBCCDBBECACBCEAEDBDADDAAAECDEB,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,140,120,120,120,100,600,B,E,B,B,5,E,A,B,D,A,A,B,A,A,A,B,A,A,B,A,A,D,A,A,A,A,A,22000
23000,170001665710,2017,5103403,Cuiabá,51,MT,28,M,0,3,1,5104203,Guiratinga,51,MT,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103403,Cuiabá,51,MT,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,C,B,4,F,A,B,E,A,A,B,A,A,A,A,A,A,C,B,A,D,B,B,B,A,A,23000
24000,170001659535,2017,2407104,Macaíba,24,RN,30,M,1,3,1,2408102,Natal,24,RN,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407104,Macaíba,24,RN,1,1,1,1,393,397,402,406,629.3,590.5,544.2,463.2,CCAEEDAEBCEEAAAAACDACBAEAACEBBDACBEAACCBBEEAA,ADDEAADCEAACBEABDDDCBADCACCDDAEBEABEDBADDBDAC,CDDDB99999ACEAAEBEADBDBCDCBDEDEAAAADBCDAECEBBBCDAE,EEDECEEAADCABEAA*CAADBEACADDAECBBCDDABCBDBACE,0,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,140,120,120,140,120,640,E,B,C,F,2,C,A,C,C,A,B,B,A,B,A,B,A,A,B,A,A,C,A,A,A,A,E,24000
25000,170001660846,2017,3304557,Rio de Janeiro,33,RJ,19,F,0,2,1,3304557,Rio de Janeiro,33,RJ,3,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,394,397,402,405,532.6,435.7,497.6,410.8,DBAEEAABEDDCAADDBDBCDDAC.DDCDBBEDADDBACDCEBBB,AEBCEBDCBAEBCDAACDBBBACCEBACBCABCABBAADBAEACB,EEEEC99999AEAABEDEDDCDBACBEACEBBEAADECCBEADBCBBBAE,CCEAEBCCDACBCDDABEDDEBDCBDBABCCCDDADDDCACACDC,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,100,100,80,100,60,440,F,F,F,F,2,H,A,C,C,A,A,B,A,B,A,B,A,A,B,A,B,A,B,A,B,B,A,25000
26000,170001662171,2017,4105805,Colombo,41,PR,27,M,0,1,1,4106902,Curitiba,41,PR,2,0,2,3,0,41143809,4105805,Colombo,41,PR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105805,Colombo,41,PR,1,1,1,1,391,395,399,403,605.5,519.1,537.8,531.5,DCEBAABABBEACBEEDABCBDBEACAAEBABBDCCABCAEECCE,EDCBBDBBDAADDCBDECBCCDADDBBCBEBBACACACACCCDAE,DABBC99999CEDECABDEECDDEEAECACDBBEBEADBCEABDADDACC,CCABACACEDACDBBAACAACBADBDEABCEDCBDBCAEEDCABE,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,6,0,0,0,0,0,0,G,D,D,D,2,E,A,D,D,A,A,B,A,B,A,B,A,B,C,A,B,C,B,A,B,B,A,26000
27000,170001662294,2017,4204806,Curitibanos,42,SC,20,F,0,1,1,4204806,Curitibanos,42,SC,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4205407,Florianópolis,42,SC,1,1,1,1,391,395,399,403,701.5,678.4,698.8,802.7,DEEBDBBCDBEACCBBBDAAEEEBADDAEEDDDACECACDAEAAE,CDAECADEEBBCBBDAECDCDDBEDAECBEBBAECDEEBDCCCDD,99999EDBEEBDAEDABECECDAEBADEDEABBBDEADBCCABDAEDDCB,EBBCEACEBDBAEBBDDDABACADCDADBECCBAEACBBAADEBA,1,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,160,200,200,200,180,940,F,E,C,C,4,K,A,C,D,B,A,B,A,B,A,B,B,B,C,A,A,D,A,A,B,A,D,27000
28000,170001662367,2017,2706307,Palmeira dos Índios,27,AL,19,M,0,1,1,2706307,Palmeira dos Índios,27,AL,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706307,Palmeira dos Índios,27,AL,1,1,1,1,394,398,401,405,501.6,590.6,400.6,605.1,BEADBDCACADCAEDCBCCDAEBBCCDBEBDAEECEBBDCCEDDB,BBDACACDBDEDBDDECAABACCAEEADEBCEBDAAACABCAAAB,DBEED99999CAADCDDDDAEDAEAEA.DACAEAADCEDEBDBABBCDDB,CACBAADCEBDAECBABBCEAADCCBBCAACADCBDCBBABCACB,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,160,180,160,180,200,880,F,F,D,D,4,J,A,B,D,B,A,B,A,B,A,B,A,A,C,B,A,D,A,B,B,A,D,28000
29000,170005039406,2017,5103403,Cuiabá,51,MT,18,F,0,2,1,5103403,Cuiabá,51,MT,2,0,2,1,0,51039869,5103403,Cuiabá,51,MT,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103403,Cuiabá,51,MT,1,1,1,1,394,396,400,405,533.5,549.5,544.3,545.3,CECDAAABBEDCCADBBCDBDEADBAEECBBCEEECCBECDDEEB,DBBBAAEAECBEBBCAAADCBDCCDDBBCAEBCBADAEDEBDABA,AADCC99999CCEBDBEDDECCCBCABEADEBDDDABCADECDEADBBAB,CBDDEAABEAECACACBCBDCBDDACDCACCABABDEBAAEDBEC,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,160,120,160,160,80,680,F,E,F,F,3,C,A,B,C,B,A,B,A,B,A,C,B,A,C,B,A,E,A,C,A,B,A,29000
30000,170003339561,2017,2933307,Vitória da Conquista,29,BA,21,M,0,1,1,2933307,Vitória da Conquista,29,BA,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933307,Vitória da Conquista,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,F,C,D,2,D,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B,A,A,30000
31000,170005036770,2017,3145604,Oliveira,31,MG,20,M,0,3,1,3145604,Oliveira,31,MG,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3145604,Oliveira,31,MG,1,1,1,1,391,396,400,403,512.6,521.4,531,637.6,CDABECADCBBCECAEBEADDAABADBEDBBCCCAEDBECDABBC,DBEDAEEDCABBBCCECAABEEACDCCCBDCDABBAAADECDADC,EEECD99999CBEBDCEDAECAEACDBEEDECDDDDCEEBCCDAEBDEAD,EBCCEEDEDCDABBEECCABDCEDCCEDAEEDCBECAEEABEECE,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,140,200,120,140,0,600,E,F,F,D,3,J,A,C,E,B,A,B,A,B,A,B,A,B,C,A,A,D,B,B,B,A,B,31000
32000,170005039469,2017,2102556,Campestre do Maranhão,21,MA,17,F,0,3,1,2109007,Porto Franco,21,MA,2,0,2,1,0,21177392,2102556,Campestre do Maranhão,21,MA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109007,Porto Franco,21,MA,1,1,1,1,392,396,400,404,446.5,484.3,437.6,411.8,DBBDBCCAEABEAAEBABACAADCBBCBAEADAAAECECBACEAC,DABAEAEACCACAAAAEABABAACAACAADDADBDBEDDBBACAC,EADAC99999ADEBBAAAABCAEECCAEAEABDEDEEBEBDCDEDADAEE,CBACBCBDCABAACBEABBCDBCBCBCCABCABBBECDCDADBEB,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,100,80,20,440,H,E,F,F,6,B,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,B,B,A,32000
33000,170005039838,2017,1501402,Belém,15,PA,20,M,0,2,1,1501402,Belém,15,PA,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,1,1,1,1,394,398,401,405,392.1,555.3,554.6,410.7,ADBDABDDCABCABADDDCCAABEDCDCBECCADBDCAABBABCC,CDEBEAADBACDEDAEBADCCCCBDEBCACDBECABCBBDCAECB,99999BECCEECAEDADDACBADDCEEBBBEABAEBAEEBEBAAABDBBD,CBDABAAEECECDCACDCCEEEECCDEEEBEACBDACDCCABAAE,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,160,120,160,160,120,720,H,B,F,B,2,B,A,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,B,A,A,33000
34000,170003347118,2017,5002209,Bonito,50,MS,19,F,0,1,1,5005608,Miranda,50,MS,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000708,Anastácio,50,MS,1,1,1,1,392,396,400,404,435.8,494.4,521.2,403.2,DECEBEBCAEBCEDBDDBAACBEABEBCAECDCAACDDEBBEADD,ABCEEEEAEAEADDBBAABCACE*DBCABDBCEBCAEBAECDAEC,99999ACEAECEEBDEDDADAADDDDBDEAEDDDDACDEDDABADADBED,BBECEBEE.CECEACABEECBDEEABEEDCABDECDACEAAEBCE,1,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,120,120,80,560,E,C,B,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,B,B,A,A,34000
35000,170005051842,2017,2606804,Igarassu,26,PE,20,M,0,3,1,3548500,Santos,35,SP,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606804,Igarassu,26,PE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,7,D,A,B,D,A,A,B,A,A,A,A,A,A,C,B,A,C,A,A,B,A,A,35000
36000,170005054977,2017,2400307,Afonso Bezerra,24,RN,21,M,0,1,1,2400208,Açu,24,RN,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400802,Angicos,24,RN,1,1,1,1,393,395,399,406,509.6,612.1,544.4,891.8,DBDAACCEAECCCEBABEBBCDAACEDBAAACDBBDEAACDBBEA,EDBEBADEEBBABECEBBAEDDBEBBEDBABBABAEAEBDCCCCC,99999AABCDBEABDAEBCECDCEEBAEBEABACDEDDBBCAEAADDDBC,EEBDAEEABDEBDBAEBADBCEBCDABDEDEACDCCDAEACBBAC,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,160,160,160,120,40,640,B,C,F,F,5,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B,A,A,36000
37000,170005040097,2017,3303203,Nilópolis,33,RJ,19,F,0,2,1,3303203,Nilópolis,33,RJ,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303203,Nilópolis,33,RJ,1,1,1,1,394,397,402,405,505.3,421.4,426.3,465.4,BDADACAECDACDEDADCBDEBDEDDBCEDDAEBBDBDAACAABE,DDBAECABDEBBECACAEBBAEDCBACEBDACDEBDBADCBDAEB,99999DBCDECBEADBDEDDCEDAABBAABCDECACACCDEEDEACBDED,AADDECCEEACBBEABBDBAEAECDBECDDCCBCAEECEEBDCDE,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,140,140,120,100,120,620,D,A,C,B,5,B,A,B,B,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,B,A,A,37000
38000,170005052186,2017,5300108,Brasília,53,DF,19,F,0,1,1,5300108,Brasília,53,DF,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300108,Brasília,53,DF,1,1,1,1,392,397,402,404,511.6,597.5,584,432.6,BCBDAACDECBEBCCCACDECECACBCEDECEDAAEEDCBDABBB,ADBEBCDAEAACEEAAACEEBDDEBDCDEECAEDBDDBBEDBACC,DDADE99999CDBEEECEADCDBBADDDBABDAABBBBDAAEEDDBCBAE,ABCCBEBACACCABCDECDCCCCBEBDEADDBEECEEABBADDBC,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,160,80,120,120,40,520,C,E,A,B,3,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,B,B,B,A,A,38000
39000,170005037417,2017,3113404,Caratinga,31,MG,19,M,0,3,1,3113404,Caratinga,31,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3113404,Caratinga,31,MG,1,1,1,1,392,395,399,404,520.9,534.4,513.5,539.6,CEDBB*CDECCDBCDCADDADBACCAECACBEBADEBCBEADAAD,DEDECABEECBABEDAAABEDABAEBBEEAEEEDABDBADCDDBC,EABDE99999BCDECADDEDBCBDCDEEDCDBBCBEBDBCEDAEBDDDCE,ADDCCEAACDDEDBADEDECDAADCEBEBEDDECCDDABDDCCBA,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,120,120,80,560,B,E,A,A,1,A,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,39000
40000,170003327980,2017,1721000,Palmas,17,TO,30,F,1,3,1,5208707,Goiânia,52,GO,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721000,Palmas,17,TO,1,1,1,1,392,398,401,404,634.6,599.5,579.4,517.9,DABBACACEADABDACEDBECEDBDDBAADBDECDEAEEBCCCBA,CDABECBDBEBDCDBECADEDCDBECEABEAEBEBABACCADACE,99999AACDEEAEBEAEDDCBDECEAEADBDAAABBCEDBEBCAEDAAEC,ACBDCAACEDACBCDEDECEDBABBCDCBABEDEBDAAEDABEEC,1,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,120,100,120,580,E,F,A,E,2,G,A,B,C,C,A,B,A,B,A,B,A,B,B,A,A,C,A,C,B,A,E,40000
41000,170000008069,2017,2105302,Imperatriz,21,MA,35,M,1,3,1,2105302,Imperatriz,21,MA,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105302,Imperatriz,21,MA,1,1,1,1,393,398,401,406,583.5,500.4,488.5,657.1,CADDECAEBEABBABADDCDAEAEBCAADBEDABEEEDABBCBBD,CEBDABBCBCDAECDEAADBCECDBDDEDDBBBBAEADDBCBBAD,99999CDBDBBBABBAEDDCDDADEABDDADEDCABCEDCEAABCCBABA,EECEAEECBACBDACBDACDADBDABBECAEECECCDBEECBADC,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,120,120,100,80,100,520,A,E,C,A,4,E,A,B,C,A,C,B,A,A,A,A,A,A,C,A,A,C,A,B,B,A,A,41000
42000,170000012616,2017,3505906,Batatais,35,SP,18,F,0,1,1,3543402,Ribeirão Preto,35,SP,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505906,Batatais,35,SP,1,1,1,1,394,397,402,405,432.6,616,657.9,652.6,BDBADDDCCADACECCBCACEAADA.EBCEDBAECCDBACADDCB,ECBDCCDEECAADEABBCBEBCCCBDCDEDEAEDBBABCDEDACB,DDCDE99999CEBADECEADEABBADBCBABEAAABCBDADDADDBBDAE,CBEBBCAEEECCBAEABBBECDCDCADBADCEDCEDDBEABCCDB,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,200,120,180,200,120,820,D,E,B,D,5,H,A,B,C,C,A,B,B,B,A,B,A,B,C,A,B,E,B,D,B,A,A,42000
