,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
55000,180013022765,2018,3160900,São Brás do Suaçuí,31,MG,21,M,0,1,1,3123908,Entre Rios de Minas,31,MG,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123908,Entre Rios de Minas,31,MG,1,1,1,1,450,454,457,461,452.7,480.9,449.6,508.9,DABAEBBACDCDABCBAADAACEBBDBDACAEBDBEABCACDECB,CECCAEDEDDCABDAADDADCBAEBCDDEEACDABDCBCDEACCE,99999DADAEDCAABACAADDBBACDEBDADEBBBCCEAACBABEAADAD,DBECABCDBBBADEDBCBBEABBDADAACDEEBADAECDABBABB,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,120,120,60,40,460,C,C,B,B,4,D,A,B,D,C,B,B,A,B,A,B,A,A,C,A,A,E,A,B,B,A,A,55000
0,180013648403,2018,5208707,Goiânia,52,GO,25,F,0,3,1,5217104,Piracanjuba,52,GO,1,6,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5204508,Caldas Novas,52,GO,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,A,B,1,C,A,B,B,A,B,B,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,0
1000,180013183822,2018,2612604,Santa Maria da Boa Vista,26,PE,24,M,1,2,1,2601607,Belém do São Francisco,26,PE,1,6,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612604,Santa Maria da Boa Vista,26,PE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,A,B,2,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B,A,A,1000
2000,180012811385,2018,2611606,Recife,26,PE,20,F,0,1,1,2611606,Recife,26,PE,1,3,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,1,1,1,1,447,454,457,459,407.6,528.4,530.1,505.4,ABED.EACABDEDDEBCECDADADCDEEBCBACBDCCDAEDABDB,AEDCCDBAADAEACCADBADEABDEBEEAEDCABCACCBCECADB,DCDAB99999AAADCABECCEBAADBDDADABAACCEBBEABCDACEACB,BAEBCECABBDDBADBECCDAEDAADABACCAACCBAEDEACDED,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,160,120,120,120,100,620,E,D,C,B,2,E,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B,A,A,2000
3000,180013641126,2018,3304201,Resende,33,RJ,17,M,0,0,1,3304201,Resende,33,RJ,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304201,Resende,33,RJ,0,1,1,0,,454,457,,,627.3,601.7,,,AEEAAEBAAAECBAEEEEADDBABEEEBACACCAECCCCAAADCA,CBCDB99999ACADDDBDADABBADBDADCACCDBCACBBDCDDBBCECD,,0,,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,,1,160,120,180,180,140,780,G,D,E,F,4,M,A,C,D,C,A,B,B,B,A,A,A,B,C,B,B,E,B,D,B,C,D,3000
4000,180012860959,2018,4317103,Sant'Ana do Livramento,43,RS,20,F,0,1,1,4317103,Sant'Ana do Livramento,43,RS,2,0,1,3,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317103,Sant'Ana do Livramento,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,B,C,2,B,A,B,B,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,B,B,A,4000
5000,180013486992,2018,3550308,São Paulo,35,SP,22,M,0,1,1,3550308,São Paulo,35,SP,1,4,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,450,452,456,461,616.7,633.5,598.8,707.1,BBDBEAAAEDEBABDABECBCCDEDDCEECDEDCBACADEADAEA,EAADBACBBBEACCDEABECBDCEBEECEACAABCDBEDBBDCDB,BBDDE99999ABAEDBCADECBCBDBBEDCCBAECCBCBBEDDECDCACB,EABAEECBCDBC*ABBBBCDEBCEEBADDAADAADBAEBBADDEE,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,100,60,60,60,20,300,B,F,D,D,6,E,A,B,C,A,A,B,A,B,A,B,A,A,C,A,B,C,B,B,B,A,B,5000
6000,180013173748,2018,2304400,Fortaleza,23,CE,19,F,0,3,1,2303808,Cedro,23,CE,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,450,451,455,461,378.5,450.2,380.4,384,BBACCDDBEBCEBECCACBBECCBACECADAADDAAAEEBEADCA,EDACCEBAEDBDDABAEEEAABCAEAAABCDEAECDCACEBADAA,99999DDEEEAAEBDAEBAACCDAAADCDEDEEACEACAEEACDAADCEB,CAEBCAACBCDACCBACAAACAAADAAAAAABCDBBAACEADCAA,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,120,120,120,40,520,B,F,D,D,3,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,B,C,B,B,B,A,B,6000
7000,180013409667,2018,3302601,Mangaratiba,33,RJ,18,M,0,3,1,3302601,Mangaratiba,33,RJ,2,0,2,1,0,33045844,3302601,Mangaratiba,33,RJ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302007,Itaguaí,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,D,F,F,4,C,A,D,D,B,A,B,B,B,A,B,A,A,C,B,B,D,A,B,B,B,A,7000
8000,180012755407,2018,1600303,Macapá,16,AP,35,F,0,1,2,,,,,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600303,Macapá,16,AP,1,1,1,1,448,454,457,460,476.5,617.8,541.6,572.8,BCBEAEEDBBBBBCEEEECABCCCDCBEEBCCCCCBBCBBAAAA*,CCACAABAAEEABCEDAECEADEECDBAEECDCCCCBDDDAAAAE,99999BAECBBCDCEABABDEEBCDEAADABDADDCBACBACDDDACABD,DDDDDDDDAAAADCADDBDDEEEECCDEEECCEEECEDDDEBBBB,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,100,100,120,120,80,520,B,B,A,B,3,D,A,C,C,A,A,B,A,B,A,B,A,A,B,B,A,B,A,B,B,A,A,8000
9000,180013337961,2018,3550308,São Paulo,35,SP,16,F,0,1,1,3550308,São Paulo,35,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,447,451,455,459,587.4,625.5,592.5,680.6,AEDDDAAACEDAADBDAEBDEEBCDEDBCBAEBBABABBDEABDA,EDEADECAEBCEBBECBCECAEAADDCEEEEAECBBADBAEBBDD,BBEEC99999CEECDBEBBCCCDDBDBEADBCAAADABBCBADEBDAEBA,CABBDCADBDEDACEBBCDDCECADDEDCECABDEDEEDBCEDAB,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,160,120,160,140,40,620,F,G,D,B,3,G,A,D,D,A,A,B,B,B,B,B,A,B,B,B,B,D,B,C,B,C,D,9000
10000,180013177151,2018,4102703,Barra do Jacaré,41,PR,17,F,0,1,1,4101101,Andirá,41,PR,2,0,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4124103,Santo Antônio da Platina,41,PR,1,1,1,1,448,451,455,460,567.4,445.4,413.5,419.6,EAADEBCEABCACBEEEDDEACBDACBEECCBBCDEDDDCAEAAC,EECCBDBBACEAADEBDDEAABDEBDDBBCACAECBBDDEDCACE,99999BDBADDAEABAEEDBDBDCDCDADDCCEEBAAEACDAEAAAAB*C,CDCAECAADDAADADDCDCABEAADECBDACBACCEEDBDAAECA,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,120,40,40,120,60,380,B,G,A,D,4,G,A,B,C,B,B,B,A,A,A,B,A,A,B,A,A,C,A,B,B,B,A,10000
11000,180012975304,2018,3304557,Rio de Janeiro,33,RJ,19,M,0,3,1,5005202,Ladário,50,MS,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,D,F,4,I,A,C,C,B,A,B,B,B,A,B,A,B,B,B,B,D,A,C,B,A,D,11000
12000,180012764991,2018,2200707,Anísio de Abreu,22,PI,15,M,0,3,1,5300108,Brasília,53,DF,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210607,São Raimundo Nonato,22,PI,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,C,C,B,3,C,A,B,C,A,B,B,B,A,A,A,A,A,C,B,B,D,A,B,B,C,A,12000
13000,180012866152,2018,2800308,Aracaju,28,SE,17,F,0,3,1,2800308,Aracaju,28,SE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800308,Aracaju,28,SE,1,1,1,1,449,453,458,462,495.9,439.3,430.2,477,AEBECDEACDBADACDEBDBDCBACACACDCADECABDBABCEBC,DABCEDACEABDCBBCADEAACDBDDCAACEBACDDDAAEACBEA,DABED99999CBAADEBBBACCBDECABDCAACEDDCAEABEABECBCBD,ADCCBDCBBADBEADBADABADACEDCBCCBCCECBACCAEBDEC,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,140,40,40,140,40,400,F,G,E,E,4,O,A,C,D,C,A,B,B,B,A,B,A,A,D,A,B,E,A,D,B,C,D,13000
14000,180012813185,2018,4209102,Joinville,42,SC,28,M,1,1,1,4125456,São José das Palmeiras,41,PR,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4209102,Joinville,42,SC,1,1,1,1,450,451,455,461,589,657.9,617.9,710.2,CCBEBABEBCEEADDABCDBAEDEDBAEDDEADABACBCEAEAED,EAADDBADECCEBEEEBDEAACAADEADDAEAECBCABCAABCEE,BBDEC99999CACBADCBABACDDBABEDDCCAEEDCBBABBDEBABABC,ECBDEEDECDBACEDCBDBDDECEBCACACACDACDDDCDBADEA,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,140,120,120,120,40,540,G,F,D,B,2,O,A,C,D,C,A,B,B,B,B,B,A,B,C,B,B,C,B,B,B,A,D,14000
15000,180012762047,2018,2507507,João Pessoa,25,PB,46,F,0,3,1,2507507,João Pessoa,25,PB,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,0,1,1,0,,452,456,,,423.7,515,,,BBBBDCAEBBBBCDAEBCACBBDABBBCE.DDDCABCBBBBEDDA,99999CBEDDDBEDBDCBEADCEDDACADCDDDADDDDDADDDDBEAACA,,1,,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,,1,140,40,40,100,0,320,C,C,B,B,5,C,A,C,E,B,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B,A,B,15000
16000,180013091942,2018,1302603,Manaus,13,AM,18,F,0,1,1,1304062,Tabatinga,13,AM,1,1,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302603,Manaus,13,AM,1,1,1,1,447,452,456,459,426.3,440.9,465.3,452.8,...ECAEBBEDACBEABCEBBBDCCBCAABABDAABDECBCBDEC,CBADBDBECBCDBCEACDCDDCACBCCCCDBCBBCEAACADBDDE,99999EBBACEBEBBEABDBEACDDCCABACCAAABABDAADCDADECEE,ABCADEEBADCACDEBEABACDAEBBBCACBBEBECDBCACDBAA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,120,60,60,100,20,360,E,E,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,16000
17000,180013120159,2018,2101202,Bacabal,21,MA,24,F,,2,1,2101202,Bacabal,21,MA,1,6,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101202,Bacabal,21,MA,0,1,1,0,,453,458,,,537.2,530.6,,,EABCAADBEACBCABECDEACBADEDCBEDEAADEBCBBBAEDEA,99999DCCDBDADBBACBCAADCDACECCCEBDBBCBABDEAEEACACAD,,1,,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,,1,140,60,60,120,0,380,E,H,A,A,4,B,A,B,B,A,B,B,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,17000
18000,180012994433,2018,2211001,Teresina,22,PI,33,M,0,1,1,2211001,Teresina,22,PI,1,12,1,,0,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211001,Teresina,22,PI,1,1,1,1,448,451,455,460,733.2,793.3,711.9,775.2,BCACEABBEDACEDECABDCDCBDBCCCCDCDCEDDDABEAEAEC,CACDDBDDECCEDEEEBCEEEEDBBEBEDBEDECBEBECAABADE,BBDEC99999CECBABDBACADDDEBBEADECACEDBEBABADEAAACDA,ADAECADBCAADDEAEBBAEEDACCCBDBECDEAABBDCADEECB,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,160,200,160,200,160,880,F,G,E,D,3,K,A,C,D,B,A,B,B,B,A,B,A,B,D,A,A,D,A,C,B,A,D,18000
19000,180012780434,2018,2933307,Vitória da Conquista,29,BA,16,F,0,1,1,2933307,Vitória da Conquista,29,BA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933307,Vitória da Conquista,29,BA,0,1,1,0,,451,455,,,521.9,392.7,,,EBAACCAEABBCDECECCEABBCBABCDBADEADAADABDDBAAE,99999BCEBDABABBDBBACBBBCBABEDECBCEAAACCBCBECDDADCC,,1,,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,,1,120,120,140,100,40,520,D,E,D,D,4,F,A,C,D,B,A,B,B,A,A,B,A,B,C,A,A,E,B,B,B,C,D,19000
20000,180013235564,2018,3548708,São Bernardo do Campo,35,SP,17,M,0,1,1,3548708,São Bernardo do Campo,35,SP,2,0,2,1,0,35008874,3548708,São Bernardo do Campo,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548708,São Bernardo do Campo,35,SP,1,1,1,1,449,452,456,462,434.3,607.9,573.6,625.2,AECBABDBCAADECBABEACBEDCAECDDBDCBBDCAEDCACBDA,DABEAEDCDAECADDEBDEDBDACBECADBCCDBAEDECDBDECB,BBCDC99999DBBADABAACDABADEBAECCBBECBDAABDCDADEDBEC,EDDCADECDBDABDBBADCADECEAEBDEAEBDACBDAECDBDCA,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,120,120,120,120,60,540,E,E,C,D,3,E,A,B,C,B,A,B,B,B,A,B,A,B,C,A,B,C,A,B,B,B,B,20000
21000,180013557655,2018,3550308,São Paulo,35,SP,19,F,0,1,1,3547809,Santo André,35,SP,1,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3547809,Santo André,35,SP,1,1,1,1,449,451,455,462,402.9,509.9,420,507.6,ABCDDEBCCDBBDAABCEBEDECBBDDBDCAEDEACCCECECDEB,BEBBBECACCEEEDCDDDBEDBCBDEEEAEBDEDAEBDEADABDB,CCDBE99999BAEEBECDACBBCCBAEDDDCCDDADBABBBADAEBABEE,BBCBCCDBEABDBBCBADDDCECBDBEDBCCBDEECCBBEBDCBB,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,140,40,40,120,20,360,D,F,B,B,3,C,A,B,D,B,A,B,B,B,A,B,A,B,B,B,A,C,B,B,B,A,A,21000
22000,180012433642,2018,1100122,Ji-Paraná,11,RO,57,F,1,3,1,5001102,Aquidauana,50,MS,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100122,Ji-Paraná,11,RO,1,1,1,1,448,451,455,460,564.1,638.9,415,455.9,ACBECCEDACDBCEEEAADEBDDDDCCDDCCBBAEBDABEBEDEE,EDCEDBDAEABEEEEEBEAAAAABDEBCDAEDCBADAECAABCEE,99999EBADECDACDAEDAEEBEEDDDECDCBBEEDAEBBBBEDCAAD*C,ACCDECAADDADDABAAEAADEDCEEABAEBCACADBDABEBACB,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,100,40,40,60,40,280,B,A,F,F,2,B,A,C,C,A,B,B,B,B,A,A,A,A,B,A,A,B,B,B,B,A,C,22000
23000,180013035724,2018,2408102,Natal,24,RN,32,F,0,1,1,2408102,Natal,24,RN,1,12,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408102,Natal,24,RN,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,C,C,B,3,C,A,C,D,A,A,B,B,B,A,B,A,A,B,A,A,C,A,B,A,A,C,23000
