,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
30000,180010368802,2018,1707108,Divinópolis do Tocantins,17,TO,18,F,1,3,1,1716109,Paraíso do Tocantins,17,TO,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716109,Paraíso do Tocantins,17,TO,1,1,1,1,450,454,457,461,429.1,580.1,579.5,442.1,BACBCEADABCBEECAEAADCACCACDCDADBACEACDEEABCEA,AAEAAAAEDBEBABBDACAAEAEDBEADCAAAABCDBDBAEDECB,99999BBEADBCADCBBBCDEBBAADAABACBABBCADDBACBBCACCED,CBEADBBAABACCBDCEACBDCAABAABDABBAABACEBDDADAB,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,140,160,140,120,120,680,E,G,A,A,2,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,30000
31000,180010300839,2018,1504208,Marabá,15,PA,18,F,0,1,1,3550308,São Paulo,35,SP,2,0,4,1,0,15103080,1504208,Marabá,15,PA,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504208,Marabá,15,PA,1,1,1,1,449,454,457,462,594.4,604.2,549.3,673.8,BEACDACEDDDECDABDDBDBCADEEADDCCDCBEDABBCDCDCE,ABEBAEBABAEEBAEDDEABECDCDCEBEDADCCEBCCEABEBDA,99999CADAADDBDDEBEEBEBEADEDADCCCCCDCEACBBCBBBABAED,CCABBCDADCEEDCBBADCDAECDCBBAEEEDDDAACDECCDACA,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,160,180,200,180,160,880,E,F,D,B,4,K,A,C,C,B,A,B,A,B,A,B,A,B,B,B,A,D,A,C,B,B,B,31000
32000,180010409121,2018,2106607,Matões,21,MA,17,F,0,3,1,2107803,Parnarama,21,MA,2,0,2,1,0,21161321,2106607,Matões,21,MA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107803,Parnarama,21,MA,1,1,1,1,448,454,457,460,419.9,575.6,433.9,507.7,EDBEABEEBCEAAABBDDCCBAACDAACADCCCCDBCAAACAAAE,AEBAADBBEBDAACBBBECBBCDDAEEAEEBACCEBBBBEBCDEA,99999DCBEDABAECECEBDABDCAAAEAACAACAAAAECCDBBBBEBAD,DADBCDBACDAEBDBAABDBAAEAAEBBEAEABBBCDDBBDBCCE,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,140,120,160,140,160,720,H,D,A,A,3,B,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,A,B,A,32000
33000,180010408711,2018,2800308,Aracaju,28,SE,17,F,0,3,1,2800308,Aracaju,28,SE,2,0,4,1,0,28017943,2800308,Aracaju,28,SE,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800308,Aracaju,28,SE,1,1,1,1,448,453,458,460,634.3,703.3,632.3,764.3,BCAEEABABCADEEBDAADDDBCDBABE.BCBCCDDCCBBEAABD,ECCABEBEDAEDBDEEECDAEABECACDEDBECEECABBBDEBCE,99999DACBBDADCDEAAACCBADBACCECBCDACABDADBEBDECABBB,ADADBACDDAADDEDEBBDEEDCBCDCDDCDDDEADBCDDDCDDD,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,160,200,200,200,160,920,E,F,C,C,3,G,A,B,D,A,A,B,B,B,B,B,A,A,C,B,B,D,A,B,B,B,D,33000
34000,180010555794,2018,2307650,Maracanaú,23,CE,18,F,0,2,1,2307650,Maracanaú,23,CE,1,1,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307650,Maracanaú,23,CE,1,1,1,1,448,452,456,460,391.7,614.3,561.2,484.2,CDBDBAECAABCCEBEDBCDDDCBDABCDCAAACDDCCEABEDDD,BACAAEABBBAADADADEEDBADBAEDBBACAAEEEEEAACDECB,DBCCC99999DBEADECACEBBBACABBCACBBBDBECAADDBBBBDEAC,ABBDABAAABABDBABDEBEBBDABBABBDECACBBADBEEAAAB,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,160,160,120,120,80,640,E,E,B,D,4,B,A,C,C,B,A,B,A,B,A,B,A,A,B,A,B,D,A,A,B,A,A,34000
35000,180010387848,2018,2503209,Cabedelo,25,PB,21,M,0,1,1,2507507,João Pessoa,25,PB,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,1,1,1,1,448,451,455,460,645.7,672.1,596.3,763.9,BCACEEEAADAADBEBAAADDCBCBABACDACDADBDABEBECBE,CACCDECAECCEDEECBCEAEEAAAEBEDAEDADAABECAADBDE,BBDEC99999ADCBADDBABBCDDDEBAADABBAECEECBBEAAAEDBDB,ADAEACABCBADDEDEBBCBEADCCEADABCDEABCBCDDDABCE,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,160,160,160,120,120,720,E,E,E,D,6,P,D,D,D,C,A,B,B,B,A,B,A,B,D,A,B,E,A,E,B,A,D,35000
36000,180010512259,2018,3147808,Passa Vinte,31,MG,20,M,0,2,1,3306107,Valença,33,RJ,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300407,Barra Mansa,33,RJ,1,1,1,1,447,453,458,459,523,485.8,530.1,467.4,ABDCDBAADCAAACEDADBEEBEDDEDCACEBDACEABEEBDDBB,DAEBECADBAEBBBACBCEEBDACEABAEEBEABCAEBDEABBEC,ACCBB99999DACBDEDBBEEBEDDBBCBEBDCAADBCCBCCABBAABAD,ADCEBDBAEAADBCDACAEBCBEACDCAABABBDDADBBCADCEA,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,120,100,100,120,120,560,H,C,F,B,2,C,A,B,C,A,A,B,B,B,B,A,A,A,B,A,B,C,A,B,A,A,A,36000
37000,180010646044,2018,1200401,Rio Branco,12,AC,20,F,0,1,1,1200401,Rio Branco,12,AC,2,0,2,3,0,12013889,1200401,Rio Branco,12,AC,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200401,Rio Branco,12,AC,0,1,1,0,,454,457,,,502.5,365.7,,,BCAAACDEACCBCEEBDECAEDCCAAAEAEEBACBEDBEDEAADE,99999AACCAABAABAABAABBBECABBDDAABCCCAEEABDDAAACAAE,,1,,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,,1,100,40,40,80,40,300,B,E,B,B,5,C,A,B,D,A,A,B,A,B,B,A,A,A,B,B,A,D,A,B,B,B,A,37000
38000,180010559045,2018,3501608,Americana,35,SP,18,F,0,1,1,3545803,Santa Bárbara d'Oeste,35,SP,2,0,2,1,0,35017188,3501608,Americana,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501608,Americana,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,F,B,5,D,A,C,C,B,C,B,A,B,A,B,A,A,B,A,A,D,B,B,B,B,A,38000
39000,180010561358,2018,3506003,Bauru,35,SP,17,F,0,1,1,5008305,Três Lagoas,50,MS,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506003,Bauru,35,SP,1,1,1,1,448,451,455,460,431,562.2,499.1,540.8,DABEECBADEDDEECCDDACAAAEDEDDEBABEBCDBCAEBADCE,AABEDADAAABECEEEAEDBECCADEEACADCADCACADAACACE,99999EEEDBABCBDADDAAAAECBABEBDABBDBBBADDBCCADEBBAB,DAADABABBEADDBEABDDEDAEEEDDBCAAACADADEABEBCDA,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,120,40,40,120,40,360,G,G,E,E,4,N,D,E,E,C,C,C,B,B,B,B,B,B,D,B,B,E,B,E,B,C,D,39000
40000,180010287900,2018,3136702,Juiz de Fora,31,MG,17,M,0,1,1,3136702,Juiz de Fora,31,MG,2,0,4,1,0,31310735,3136702,Juiz de Fora,31,MG,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136702,Juiz de Fora,31,MG,1,1,1,1,448,451,455,460,466.5,570,563.1,498.3,CCADBAEEBBBBBBCBCECCBADEDDBDECABABCEEDBCDDABD,BABEDDAAABBAAEDEDEECEEBEDCDEDDEEABCAACDBBBCBA,BBDDC99999AEEDDBDDAABACDEEBBEBECAEADABACBBDEABDABA,DBBDBCCCDDABDCCBCBCCBDCCACBBDCDDDCCBBDBDEDDAD,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,100,120,80,100,40,440,E,E,D,D,4,G,A,E,D,C,A,C,B,B,A,B,A,A,C,B,A,E,B,C,B,B,D,40000
41000,180010627010,2018,3525300,Jaú,35,SP,17,M,0,1,2,,,,,2,0,2,1,0,35377156,3525300,Jaú,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3525300,Jaú,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,B,F,3,C,A,C,C,C,C,B,B,B,A,B,A,B,D,B,B,D,B,B,B,B,A,41000
42000,180010632318,2018,4106902,Curitiba,41,PR,28,M,1,3,1,4106902,Curitiba,41,PR,1,5,1,3,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106902,Curitiba,41,PR,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,D,E,F,F,3,C,A,B,C,A,A,B,B,B,A,B,A,A,C,A,A,C,A,A,A,A,B,42000
43000,180010388812,2018,1501402,Belém,15,PA,17,F,0,3,1,1500800,Ananindeua,15,PA,2,0,2,1,0,15034186,1500800,Ananindeua,15,PA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500800,Ananindeua,15,PA,1,1,1,1,448,453,458,460,477,443,397.7,513.9,DBECACEBBDDCABCEACDEBADCABBCACBEEADAECAAEDBDA,BACEDEADBEEBCEAEABEDABEDECBBACACBDABCECEACDEA,99999DCCBDCADEABBCBAEADEAABAECBBDCDBECDBDEDCBAAABE,EDBABCADACABACABEADBCEDBCAEDCECABEACDADABEDBD,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,120,40,40,120,40,360,D,C,B,B,4,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B,B,A,43000
44000,180010410924,2018,2900405,Água Fria,29,BA,26,F,0,2,1,2914505,Irará,29,BA,1,5,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914505,Irará,29,BA,1,1,1,1,448,453,458,460,410.3,504,431,465.4,ABDCBBDEEBBEDEBACDCEDBEDDDABCEBACACADAEADCDDE,BAECAEEBBECDCDBBADCDECACBEDBEDAEABEDCDDADBEBC,99999DEEDBADBBEBABCABABEEEBEADCECBDADBEBAEDDCBECAE,ACEABDABADBDDCEBCEDCEAABCBAEBDDACDDCABCDCBDBB,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,100,40,40,100,40,320,B,B,A,A,9,C,A,B,E,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,A,44000
45000,180010365327,2018,2933307,Vitória da Conquista,29,BA,35,M,0,3,1,2933307,Vitória da Conquista,29,BA,1,12,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933307,Vitória da Conquista,29,BA,1,1,1,1,449,454,457,462,507,610.9,581.8,459.1,CCABBBDBABEACCBAACBCBCBDECEABBADEBEABABDACBBD,ABDCAABECDCBBDECAEAABAEDEEBACEBAAADBCADBCCBDA,99999BBDEEECCDBABBBAEBACACBADEBABCBCDDBBAEDBEBEBBD,CEBDCABDECBBAEDACBDEABCDEABBDCBEADCEACEBAEBCE,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,120,100,80,100,0,400,C,B,B,B,4,B,A,B,C,A,B,B,A,A,A,B,A,A,B,B,A,C,A,B,B,A,A,45000
46000,180010364258,2018,3503901,Arujá,35,SP,17,F,0,1,1,3503901,Arujá,35,SP,2,0,2,1,0,35562282,3503901,Arujá,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503901,Arujá,35,SP,1,1,1,1,450,452,456,461,616.4,666.1,628.4,633.5,ABACECBEECBDABDBBCAAAEBEDDCCBADCCBEBCBAEBBBEA,BEECDECBCAEADCAECAEDEBDEBEEBEACABBEDAEABCBECC,BBEDC99999EDEEDEBAEEDBEBDABAECABBABCBCDEDDDAAECECB,BEDDCEAEBEDDEBCAAADDEDACBCADAECACABDABCBEEBCC,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,140,40,40,100,80,400,E,G,D,D,3,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,D,B,B,B,B,A,46000
47000,180010369102,2018,3201308,Cariacica,32,ES,25,M,0,2,1,3201308,Cariacica,32,ES,1,7,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201308,Cariacica,32,ES,1,1,1,1,448,452,456,460,430.8,486,509.7,511.4,ACEBCEBBDBBBDCCEAADBECBCEADCBAEBDCBECDADBACDB,ACDEDCBDBDACBDECDEEDBACAECDBAEDAEDBCEDADEDBCC,CABDE99999CBEDCECEABBDEADCBAEBDCEBAECDABEDBCDAEDCD,EDCABEECDDAACBBDCECEDBECADACBCECDABEABEBEABCD,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,120,40,40,100,40,340,D,C,C,B,5,J,A,B,D,B,B,C,A,B,A,B,A,A,C,A,B,E,A,B,B,A,A,47000
48000,180010295320,2018,2111607,São Raimundo das Mangabeiras,21,MA,18,M,0,1,4,,,,,2,0,2,1,0,21189692,2111607,São Raimundo das Mangabeiras,21,MA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111607,São Raimundo das Mangabeiras,21,MA,1,1,1,1,450,451,455,461,444.4,507.4,438.9,392.7,EBBCAEABEABBADCCEDEBCACEBCECDDDAEDCBECDAABDBB,EBADBDEBDBBCBDAEDEBCECABDCEBACEBEBDADACCDACEA,DBCAE99999ABCDDADCAEBCAACADEBAABAABDAEABCABEAACDBB,BBEBCBCAAEEBCBCEDAEBDBCBADDABCEBAEACBCEBDEAEE,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,120,80,100,20,440,E,E,B,B,6,C,A,B,D,B,A,B,A,A,A,A,A,A,B,B,A,E,A,A,B,B,A,48000
49000,180010398827,2018,1302603,Manaus,13,AM,18,F,0,1,1,1302603,Manaus,13,AM,2,0,2,1,0,13246208,1302603,Manaus,13,AM,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302603,Manaus,13,AM,1,1,1,1,448,453,458,460,403.4,522.5,534.7,398.9,CADEBACBDEDCBEABDACEDEABCCADEBADCEEABABDEABCD,ECBADEADBCEBDCAABDCECEABDDECABEABDCBCDAEDABEC,99999BDCEADCABEDCAEBCBADEBADCECDBAEABDEEBAEDCAECBD,BADCDBCADEEBCDAEDABCBAECDEACADCDAEBCABDEBDACE,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,100,120,120,120,100,560,E,G,B,D,5,E,A,C,D,B,A,B,A,A,A,A,A,A,B,A,A,D,A,A,A,B,C,49000
50000,180010475311,2018,2604007,Carpina,26,PE,22,F,0,3,1,2615300,Timbaúba,26,PE,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604007,Carpina,26,PE,1,1,1,1,447,453,458,459,683.9,662.2,540.4,755.3,DDDEBBCECECCCBCDCDBBECAADEDDAAEEBAAEEDCCCACED,CCCABEEEDDEBBEAACACBEDBEAACDEBEECDCCAABECABCE,99999DEEDCDBECBCBACCADEABBECCCEDCBCDBDCDBAEABEABAC,BCDEDCEDBDADAAABCDBCAABAECDECCCDBDADEADCCDDAA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,160,200,200,180,160,900,E,G,C,D,4,H,A,B,D,B,B,B,A,B,A,A,A,A,B,A,B,D,A,B,B,A,A,50000
